,min,max,mean,stddev,median,iqr,rounds,errors,durations
performance.xgb.gt,6.523810e-01,6.523810e-01,0.652381,0.0,6.523810e-01,0.0,1,0,0.57
performance.xgb.syn_id,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.57
performance.xgb.syn_ood,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.57
performance.linear_model_augmentation.gt,7.603175e-01,7.603175e-01,0.760317,0.0,7.603175e-01,0.0,1,0,0.18
performance.linear_model_augmentation.aug_ood,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.18
performance.mlp_augmentation.gt,6.476190e-01,6.476190e-01,0.647619,0.0,6.476190e-01,0.0,1,0,1.70
performance.mlp_augmentation.aug_ood,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,1.70
performance.xgb_augmentation.gt,6.523810e-01,6.523810e-01,0.652381,0.0,6.523810e-01,0.0,1,0,0.57
performance.xgb_augmentation.aug_ood,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.57
performance.feat_rank_distance.corr,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.21
performance.feat_rank_distance.pvalue,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.21
detection.detection_xgb.mean,9.916667e-01,9.916667e-01,0.991667,0.0,9.916667e-01,0.0,1,0,0.09
detection.detection_mlp.mean,1.000000e+00,1.000000e+00,1.000000,0.0,1.000000e+00,0.0,1,0,1.81
detection.detection_gmm.mean,4.173077e-01,4.173077e-01,0.417308,0.0,4.173077e-01,0.0,1,0,1.28
detection.detection_linear.mean,1.000000e+00,1.000000e+00,1.000000,0.0,1.000000e+00,0.0,1,0,26.92
privacy.delta-presence.score,7.540984e-01,7.540984e-01,0.754098,0.0,7.540984e-01,0.0,1,0,0.04
privacy.k-anonymization.gt,1.000000e+00,1.000000e+00,1.000000,0.0,1.000000e+00,0.0,1,0,0.05
privacy.k-anonymization.syn,6.100000e+01,6.100000e+01,61.000000,0.0,6.100000e+01,0.0,1,0,0.05
privacy.k-map.score,6.100000e+01,6.100000e+01,61.000000,0.0,6.100000e+01,0.0,1,0,0.03
privacy.distinct l-diversity.gt,1.000000e+00,1.000000e+00,1.000000,0.0,1.000000e+00,0.0,1,0,0.07
privacy.distinct l-diversity.syn,1.000000e-08,1.000000e-08,0.001000,0.0,1.000000e-08,0.0,1,0,0.07
privacy.identifiability_score.score,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.07
privacy.identifiability_score.score_OC,0.000000e+00,0.000000e+00,0.000000,0.0,0.000000e+00,0.0,1,0,0.07
privacy.DomiasMIA_BNAF.accuracy,4.926108e-02,4.926108e-02,0.049261,0.0,4.926108e-02,0.0,1,0,553.52
privacy.DomiasMIA_BNAF.aucroc,5.000000e-01,5.000000e-01,0.500000,0.0,5.000000e-01,0.0,1,0,553.52
