,min,max,mean,stddev,median,iqr,rounds,errors,durations
performance.mlp.syn_id,0.500000,0.500000,0.500000,0.0,0.500000,0.0,1,0,5.82
performance.mlp.syn_ood,0.500000,0.500000,0.500000,0.0,0.500000,0.0,1,0,5.82
performance.xgb.gt,0.765799,0.765799,0.765799,0.0,0.765799,0.0,1,0,0.56
performance.xgb.syn_id,0.619097,0.619097,0.619097,0.0,0.619097,0.0,1,0,0.56
performance.xgb.syn_ood,0.559091,0.559091,0.559091,0.0,0.559091,0.0,1,0,0.56
performance.linear_model_augmentation.gt,0.821528,0.821528,0.821528,0.0,0.821528,0.0,1,0,0.38
performance.linear_model_augmentation.aug_ood,0.386364,0.386364,0.386364,0.0,0.386364,0.0,1,0,0.38
performance.mlp_augmentation.gt,0.441406,0.441406,0.441406,0.0,0.441406,0.0,1,0,5.62
performance.mlp_augmentation.aug_ood,0.500000,0.500000,0.500000,0.0,0.500000,0.0,1,0,5.62
performance.xgb_augmentation.gt,0.765799,0.765799,0.765799,0.0,0.765799,0.0,1,0,0.52
performance.xgb_augmentation.aug_ood,0.559091,0.559091,0.559091,0.0,0.559091,0.0,1,0,0.52
performance.feat_rank_distance.corr,0.148387,0.148387,0.148387,0.0,0.148387,0.0,1,0,0.13
performance.feat_rank_distance.pvalue,0.250083,0.250083,0.250083,0.0,0.250083,0.0,1,0,0.13
detection.detection_xgb.mean,0.998536,0.998536,0.998536,0.0,0.998536,0.0,1,0,0.11
detection.detection_mlp.mean,0.490010,0.490010,0.490010,0.0,0.490010,0.0,1,0,2.51
detection.detection_gmm.mean,0.339237,0.339237,0.339237,0.0,0.339237,0.0,1,0,0.21
detection.detection_linear.mean,0.996857,0.996857,0.996857,0.0,0.996857,0.0,1,0,25.99
privacy.delta-presence.score,6.000000,6.000000,6.000000,0.0,6.000000,0.0,1,0,0.05
privacy.k-anonymization.gt,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.08
privacy.k-anonymization.syn,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.08
privacy.k-map.score,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.04
privacy.distinct l-diversity.gt,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.09
privacy.distinct l-diversity.syn,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.09
privacy.identifiability_score.score,0.038961,0.038961,0.038961,0.0,0.038961,0.0,1,0,0.03
privacy.identifiability_score.score_OC,0.045455,0.045455,0.045455,0.0,0.045455,0.0,1,0,0.03
privacy.DomiasMIA_BNAF.accuracy,0.055888,0.055888,0.055888,0.0,0.055888,0.0,1,0,45.87
privacy.DomiasMIA_BNAF.aucroc,0.518330,0.518330,0.518330,0.0,0.518330,0.0,1,0,45.87
privacy.DomiasMIA_KDE.accuracy,0.499002,0.499002,0.499002,0.0,0.499002,0.0,1,0,0.01
privacy.DomiasMIA_KDE.aucroc,0.491242,0.491242,0.491242,0.0,0.491242,0.0,1,0,0.01
privacy.DomiasMIA_prior.accuracy,0.499002,0.499002,0.499002,0.0,0.499002,0.0,1,0,0.01
privacy.DomiasMIA_prior.aucroc,0.491242,0.491242,0.491242,0.0,0.491242,0.0,1,0,0.01
