,min,max,mean,stddev,median,iqr,rounds,errors,durations
performance.mlp.syn_id,0.426476,0.426476,0.426476,0.0,0.426476,0.0,1,0,5.58
performance.mlp.syn_ood,0.625000,0.625000,0.625000,0.0,0.625000,0.0,1,0,5.58
performance.xgb.gt,0.765799,0.765799,0.765799,0.0,0.765799,0.0,1,0,0.48
performance.xgb.syn_id,0.494271,0.494271,0.494271,0.0,0.494271,0.0,1,0,0.48
performance.xgb.syn_ood,0.479545,0.479545,0.479545,0.0,0.479545,0.0,1,0,0.48
performance.linear_model_augmentation.gt,0.821528,0.821528,0.821528,0.0,0.821528,0.0,1,0,0.35
performance.linear_model_augmentation.aug_ood,0.527273,0.527273,0.527273,0.0,0.527273,0.0,1,0,0.35
performance.mlp_augmentation.gt,0.441406,0.441406,0.441406,0.0,0.441406,0.0,1,0,5.61
performance.mlp_augmentation.aug_ood,0.625000,0.625000,0.625000,0.0,0.625000,0.0,1,0,5.61
performance.xgb_augmentation.gt,0.765799,0.765799,0.765799,0.0,0.765799,0.0,1,0,0.51
performance.xgb_augmentation.aug_ood,0.479545,0.479545,0.479545,0.0,0.479545,0.0,1,0,0.51
performance.feat_rank_distance.corr,0.100445,0.100445,0.100445,0.0,0.100445,0.0,1,0,0.13
performance.feat_rank_distance.pvalue,0.456302,0.456302,0.456302,0.0,0.456302,0.0,1,0,0.13
detection.detection_xgb.mean,0.996774,0.996774,0.996774,0.0,0.996774,0.0,1,0,0.09
detection.detection_mlp.mean,0.939788,0.939788,0.939788,0.0,0.939788,0.0,1,0,2.61
detection.detection_gmm.mean,0.482383,0.482383,0.482383,0.0,0.482383,0.0,1,0,0.19
detection.detection_linear.mean,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,26.14
privacy.delta-presence.score,25.000000,25.000000,25.000000,0.0,25.000000,0.0,1,0,0.05
privacy.k-anonymization.gt,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.08
privacy.k-anonymization.syn,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.08
privacy.k-map.score,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.04
privacy.distinct l-diversity.gt,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.08
privacy.distinct l-diversity.syn,1.000000,1.000000,1.000000,0.0,1.000000,0.0,1,0,0.08
privacy.identifiability_score.score,0.012987,0.012987,0.012987,0.0,0.012987,0.0,1,0,0.02
privacy.identifiability_score.score_OC,0.019481,0.019481,0.019481,0.0,0.019481,0.0,1,0,0.02
privacy.DomiasMIA_BNAF.accuracy,0.027944,0.027944,0.027944,0.0,0.027944,0.0,1,0,45.71
privacy.DomiasMIA_BNAF.aucroc,0.504073,0.504073,0.504073,0.0,0.504073,0.0,1,0,45.71
privacy.DomiasMIA_KDE.accuracy,0.021956,0.021956,0.021956,0.0,0.021956,0.0,1,0,0.01
privacy.DomiasMIA_KDE.aucroc,0.501018,0.501018,0.501018,0.0,0.501018,0.0,1,0,0.01
privacy.DomiasMIA_prior.accuracy,0.021956,0.021956,0.021956,0.0,0.021956,0.0,1,0,0.01
privacy.DomiasMIA_prior.aucroc,0.501018,0.501018,0.501018,0.0,0.501018,0.0,1,0,0.01
